,station_name,equipment_id,description,borough,subway_lines,equipment_type,ada_compliant,is_active,clean_lines,remote
202,72 St / 2 Av,EL267,2nd Ave & 72 St (SE corner) to Lower Mezzanine for service in both directions,MN,Q,EL,Y,Y,Q,['R570']
203,72 St / 2 Av,EL262,2nd Ave & 72 St (SE corner) to Lower Mezzanine for service in both directions,MN,Q,EL,Y,Y,Q,['R570']
204,72 St / 2 Av,ES291,Basement entrance to Street,MN,Q,ES,N,Y,Q,['R570']
205,72 St / 2 Av,EL259,Lower Mezzanine to Platform for service in both directions,MN,Q,EL,Y,Y,Q,['R570']
206,72 St / 2 Av,ES288,Mezzanine to basement entrance,MN,Q,ES,N,Y,Q,['R570']
207,72 St / 2 Av,ES289,Mezzanine to basement entrance,MN,Q,ES,N,Y,Q,['R570']
208,72 St / 2 Av,ES290,Mezzanine to basement entrance,MN,Q,ES,N,Y,Q,['R570']
209,72 St / 2 Av,ES294,Mezzanine to Street,MN,Q,ES,N,Y,Q,['R570']
210,72 St / 2 Av,ES296,Mezzanine to Street,MN,Q,ES,N,Y,Q,['R570']
211,72 St / 2 Av,ES295,Mezzanine to Street,MN,Q,ES,N,Y,Q,['R570']
212,72 St / 2 Av,ES287,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R570']
213,72 St / 2 Av,ES286,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R570']
214,72 St / 2 Av,ES285,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R570']
215,74 St - Broadway / Roosevelt Av,EL423,Mezzanine to Platform for Manhattan bound 7 line service,QNS,7/E/F/M/R,EL,Y,Y,7-E-F-M-R,['R018']
216,8 Av,EL753,Street to Northbound N Platform,BKN,N,EL,N,Y,N,['R390']
217,8 Av - 14 St,EL224,Mezzanine to Platform for L service in both directions,MN,A/C/E/L,EL,Y,Y,A-C-E-L,['R175']
218,86 St,EL273,Street to # 6 Northbound platform,MN,4/5/6,EL,Y,Y,4-5-6,['R179']
219,86 St,EL275,Unassigned,MN,4/5/6,EL,Y,N,4-5-6,['R179']
220,86 St,EL274,Unassigned,MN,4/5/6,EL,Y,N,4-5-6,['R179']
221,86 St / 2 Av,EL250,86 St & 2nd Ave (SW corner)  to Mezzanine for service in both directions,MN,Q,EL,Y,Y,Q,['R571']
222,86 St / 2 Av,ES279,Mezzanine to mid landing entrance,MN,Q,ES,N,Y,Q,['R571']
223,86 St / 2 Av,ES280,Mezzanine to mid landing entrance,MN,Q,ES,N,Y,Q,['R571']
224,86 St / 2 Av,ES281,Mezzanine to mid landing entrance,MN,Q,ES,N,Y,Q,['R571']
225,86 St / 2 Av,EL249,Mezzanine to Platform for service in both directions,MN,Q,EL,Y,Y,Q,['R571']
226,86 St / 2 Av,ES276,Mezzanine to Street,MN,Q,ES,N,Y,Q,['R571']
227,86 St / 2 Av,ES278,Mezzanine to Street entrance,MN,Q,ES,N,Y,Q,['R571']
228,86 St / 2 Av,ES277,Mezzanine to Street entrance,MN,Q,ES,N,Y,Q,['R571']
229,86 St / 2 Av,ES283,Mid landing entrance to Street,MN,Q,ES,N,Y,Q,['R571']
230,86 St / 2 Av,ES284,Mid landing entrance to Street,MN,Q,ES,N,Y,Q,['R571']
231,86 St / 2 Av,ES282,Mid landing entrance to Street,MN,Q,ES,N,Y,Q,['R571']
232,86 St / 2 Av,ES297,Mid landing entrance to Street entrance,MN,Q,ES,N,Y,Q,['R571']
233,86 St / 2 Av,ES275,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R571']
234,86 St / 2 Av,ES274,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R571']
235,86 St / 2 Av,ES273,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R571']
236,96 St,EL146,Street to Northbound platform,MN,1/2/3,EL,Y,Y,1-2-3,['R168']
237,96 St,EL145,Street to Southbound platform,MN,1/2/3,EL,Y,Y,1-2-3,['R168']
238,96 St / 2 Av,EL248,95 St & 2nd Ave entrance (SW corner) to Mezzanine for downtown service,MN,Q,EL,Y,Y,Q,['R572']
239,96 St / 2 Av,EL247,Mezzanine to downtown Platform,MN,Q,EL,Y,Y,Q,['R572']
240,96 St / 2 Av,ES270,Mezzanine to Street level,MN,Q,ES,N,Y,Q,['R572']
241,96 St / 2 Av,ES260,Mezzanine to Street level,MN,Q,ES,N,Y,Q,['R572']
242,96 St / 2 Av,ES272,Mezzanine to Street level,MN,Q,ES,N,Y,Q,['R572']
243,96 St / 2 Av,ES259,Mezzanine to Street level,MN,Q,ES,N,Y,Q,['R572']
244,96 St / 2 Av,ES271,Mezzanine to Street level,MN,Q,ES,N,Y,Q,['R572']
245,96 St / 2 Av,ES247,Mezzanine to Street level s-w,MN,Q,ES,N,Y,Q,['R572']
246,96 St / 2 Av,ES220,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R572']
247,96 St / 2 Av,ES200,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R572']
248,96 St / 2 Av,ES202,Platform to Mezzanine,MN,Q,ES,N,Y,Q,['R572']
249,Aqueduct Racetrack,EL489X,Sidewalk entrance (east of the pedestrian skybridge) to Manhattan bound Platform,QNS,A,EL,Y,Y,A,['R464']
250,Atlantic Av-Barclays Ctr,EL301,4th Ave and Pacific St (NE corner) to Mezzanine for D/N/R service in both directions and access to rest of complex,BKN,D/N/R,EL,Y,Y,D-N-R,['R057']
251,Atlantic Av-Barclays Ctr,EL737X,Hansen St entrance to Manhattan bound 2/3 Platform and access to rest of complex,BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
252,Atlantic Av-Barclays Ctr,EL300X,"Hanson Pl to Manhattan bound 2/3 Platform, LIRR and access to rest of complex",BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
253,Atlantic Av-Barclays Ctr,ES358X,Lower Mezzanine to Street,BKN,2/3/4/5/B/Q/LIRR,ES,N,Y,2-3-4-5-B-Q,['R057']
254,Atlantic Av-Barclays Ctr,ES310,Lower Mezzanine to Upper Mezzanine,BKN,2/3/4/5/B/Q/LIRR,ES,N,Y,2-3-4-5-B-Q,['R057']
255,Atlantic Av-Barclays Ctr,EL306,Manhattan bound 2/3 Platform to Lower Mezzanine for access to rest of complex,BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
256,Atlantic Av-Barclays Ctr,EL303,Mezzanine at the 4th Ave & Pacific St end of the LIRR complex passageway and Manhattan bound D/N/R Platform,BKN,D/N/R,EL,Y,Y,D-N-R,['R057']
257,Atlantic Av-Barclays Ctr,EL304,Mezzanine below 4th Ave & Pacific St (from which Southbound 2/3 is accessible) and Lower Mezzanine for connection to D/N/R service and access to rest of complex,BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
258,Atlantic Av-Barclays Ctr,EL305,Mezzanine to 4/5 Platform for service in both directions,BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
259,Atlantic Av-Barclays Ctr,EL307,Mezzanine to B/Q Platform for service in both directions,BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
260,Atlantic Av-Barclays Ctr,EL302,Mezzanine to D/N/R Coney Island and Bay Ridge bound Platform,BKN,D/N/R,EL,Y,Y,D-N-R,['R057']
261,Atlantic Av-Barclays Ctr,EL700X,Plaza entrance in front of Barclays Center to accessible passageway leading to Manhattan bound 2/3 Platform and rest of complex,BKN,2/3/4/5/B/Q/LIRR,EL,Y,Y,2-3-4-5-B-Q,['R057']
262,Atlantic Av-Barclays Ctr,ES359X,Street to Mezzanine,BKN,2/3/4/5/B/Q/LIRR,ES,N,Y,2-3-4-5-B-Q,['R057']
263,Bay Parkway,EL376,Bay Pkwy & 86 St (NW corner) to Mezzanine for service in both directions,BKN,D,EL,Y,Y,D,['R374']
264,Bay Parkway,EL378,Mezzanine to Coney Island bound Platform,BKN,D,EL,Y,Y,D,['R374']
265,Bay Parkway,EL377,Mezzanine to Manhattan bound Platform,BKN,D,EL,Y,Y,D,['R374']
266,Bedford Park Blvd/Grand Concourse Line,EL501,Mezzanine Northbound Platform,BX,D/B,EL,Y,N,D-B,['R156']
267,Bedford Park Blvd/Grand Concourse Line,EL502,Mezzanine Southbound Platform,BX,D/B,EL,Y,N,D-B,['R156']
268,Bedford Park Blvd/Grand Concourse Line,EL500,Mezzanine to Street,BX,D/B,EL,Y,N,D-B,['R156']
269,Borough Hall,EL317,Court St & Montague St (on plaza) to Mezzanine for service in both directions,BKN,2/3/4/5,EL,Y,Y,2-3-4-5,['R108']
270,Borough Hall,EL318,Mezzanine to 2/3 Platform for service in both directions and uptown 4/5,BKN,2/3/4/5,EL,Y,Y,2-3-4-5,['R108']
271,Borough Hall,ES303,Southbound Platform to Mezzanine,BKN,2/3/4/5,ES,N,Y,2-3-4-5,['R108']
272,Bowery,ES334,Center Island Platform to Mezzanine,MN,J/Z,ES,N,Y,J-Z,['R311']
273,Bowling Green,EL711,Lower Mezzanine to downtown Platform,MN,4/5,EL,Y,Y,4-5,"['R041', 'R042']"
274,Bowling Green,ES341,Lower Mezzanine to Northbound Platform,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
275,Bowling Green,ES340,Lower Mezzanine to Northbound Platform,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
276,Bowling Green,ES343,Lower Mezzanine to Southbound Platform,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
277,Bowling Green,ES342,Lower Mezzanine to Southbound Platform,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
278,Bowling Green,ES337,Lower Mezzanine to Upper Mezzanine,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
279,Bowling Green,ES339,Lower Mezzanine to Upper Mezzanine,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
280,Bowling Green,ES338,Lower Mezzanine to Upper Mezzanine,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
281,Bowling Green,ES336,Lower Mezzanine to Upper Mezzanine,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
282,Bowling Green,EL710,Plaza south of Bowling Green Park for service in both directions,MN,4/5,EL,Y,Y,4-5,"['R041', 'R042']"
283,Bowling Green,ES345,Upper Mezzanine to Street,MN,4/5,ES,N,Y,4-5,"['R041', 'R042']"
284,Briarwood/Van Wyck Blvd,EL424,Queens Blvd & Main St (NE corner) to Mezzanine passageway,QNS,E/F,EL,N,Y,E-F,['R255']
285,Brighton Beach,ES346,Street to Mezzanine,BKN,B/Q,ES,N,Y,B-Q,['R172']
286,Broadway Junction,ES347,Street to Upper Mezzanine,BKN,A/C/J/L/Z/LIRR,ES,N,Y,A-C-J-L-Z,['R125']
287,Broadway Junction,ES331,Street to Upper Mezzanine,BKN,A/C/J/L/Z/LIRR,ES,N,Y,A-C-J-L-Z,['R125']
288,Broadway Junction,ES330,Street to Upper Mezzanine,BKN,A/C/J/L/Z/LIRR,ES,N,Y,A-C-J-L-Z,['R125']
289,Broadway-Lafayette/Bleecker St,EL330,Downtown 6 Platform to downtown B/D/F/M Platform,MN,B/D/F/M/6,EL,Y,Y,B-D-F-M-6,['R461']
290,Broadway-Lafayette/Bleecker St,EL329,Downtown 6 Platform to uptown B/D/F/M Platform,MN,B/D/F/M/6,EL,Y,Y,B-D-F-M-6,['R461']
291,Broadway-Lafayette/Bleecker St,EL328,Houston St & Lafayette St (NW corner) to downtown 6 Platform and access to rest of complex,MN,B/D/F/M/6,EL,Y,Y,B-D-F-M-6,['R461']
292,Broadway-Lafayette/Bleecker St,ES300,Northbound Platform to Mezzanine,MN,B/D/F/M/6,ES,N,Y,B-D-F-M-6,['R461']
293,Broadway-Lafayette/Bleecker St,EL331,Uptown 6 Platform and uptown B/D/F/M Platform,MN,B/D/F/M/6,EL,Y,Y,B-D-F-M-6,['R461']
294,Broadway-Lafayette/Bleecker St,EL332,Uptown 6 Platform to downtown B/D/F/M Platform,MN,B/D/F/M/6,EL,Y,Y,B-D-F-M-6,['R461']
295,Brooklyn Bridge - City Hall,EL315,Mezzanine to downtown Platform,MN,4/5/6,EL,Y,Y,4-5-6,['R044']
296,Brooklyn Bridge - City Hall,EL316,Mezzanine to uptown Platform,MN,4/5/6,EL,Y,Y,4-5-6,['R044']
297,Brooklyn Bridge - City Hall,EL314,Plaza on east side of City Hall (opposite Brooklyn Bridge walkway) to Mezzanine for service in both directions,MN,4/5/6,EL,Y,Y,4-5-6,['R044']
298,Canal St,EL324,Canal St & Lafayette St (NW corner) to uptown Platform,MN,6,EL,Y,Y,6,"['R118', 'R462', 'R463']"
299,Canal St,EL325,Street-level entrance (down the block from NE corner of Canal St & Lafayette St) to downtown 6 Platform,MN,6,EL,Y,Y,6,"['R118', 'R462', 'R463']"
300,Chambers St,EL337,Mezzanine and to uptown Platform,MN,1/2/3,EL,Y,Y,1-2-3,"['R030', 'R029']"
301,Chambers St,EL742,Mezzanine Northbound Platform,MN,J/Z,EL,Y,N,J-Z,['R044']
302,Chambers St,EL743,Mezzanine Southbound Platform,MN,J/Z,EL,Y,N,J-Z,['R044']
303,Chambers St,EL338,Mezzanine to downtown Platform,MN,1/2/3,EL,Y,Y,1-2-3,"['R030', 'R029']"
304,Chambers St,EL336,West Broadway & Chambers St (NW corner) to Mezzanine for service in both directions,MN,1/2/3,EL,Y,Y,1-2-3,"['R030', 'R029']"
305,Church Av,EL373,Church Ave & McDonald Ave (NW corner) to Mezzanine for service in both directions,BKN,F/G,EL,Y,Y,F-G,['R204']
306,Church Av,EL375,Mezzanine to Coney Island bound Platform,BKN,F/G,EL,Y,Y,F-G,['R204']
307,Church Av,EL374,Mezzanine to Platform for Manhattan bound service,BKN,F/G,EL,Y,Y,F-G,['R204']
308,Church Av,EL320,Nostrand Ave & Church Ave (SE corner) to Manhattan bound Platform,BKN,2/5,EL,Y,Y,2-5,['R109']
309,Church Av,EL321,Nostrand Ave & Church Ave (SW corner) to Flatbush Av Brooklyn College bound Platform,BKN,2/5,EL,Y,Y,2-5,['R109']
310,Clark St,EL310,Lower Mezzanine to street-level Arcade at Clark St & Henry St,BKN,2/3,EL,N,Y,2-3,['R224']
311,Clark St,EL311,Lower Mezzanine to street-level Arcade at Clark St & Henry St,BKN,2/3,EL,N,Y,2-3,['R224']
312,Clark St,EL312,Lower Mezzanine to street-level Arcade at Clark St & Henry St,BKN,2/3,EL,N,Y,2-3,['R224']
313,Coney Island Stillwell Av,EL702,ADA access to the N line Platform in combination with EL701 and a crossover bridge over the tracks,BKN,D/F/N/Q,EL,Y,Y,D-F-N-Q,['R151']
314,Coney Island Stillwell Av,EL701,ADA access to the N line Platform in combination with EL702 and a crossover bridge over the tracks,BKN,D/F/N/Q,EL,Y,Y,D-F-N-Q,['R151']
315,Cortlandt St,EL18X,Church St to Mezzanine for R/W service,MN,R/W,EL,Y,Y,R-W,['R088']
316,Cortlandt St,EL22X,Church St. to South Concourse balcony,MN,R/W,EL,Y,Y,R-W,['R088']
317,Cortlandt St,EL14X,"Greenwich St. to Oculus Balcony with access to R, W train service at Cortlandt St Station",MN,R/W,EL,Y,Y,R-W,['R088']
318,Cortlandt St,EL16X,Mezzanine of eastern end of World Trade Center concourse to downtown R/W Platform and access to rest of complex,MN,R/W,EL,Y,Y,R-W,['R088']
319,Cortlandt St,EL726X,Mezzanine of eastern end of World Trade Center concourse to downtown R/W Platform and access to rest of complex,MN,R/W,EL,Y,Y,R-W,['R088']
320,Cortlandt St,EL727X,Mezzanine of eastern end of World Trade Center concourse to uptown R/W Platform and access to rest of complex,MN,R/W,EL,Y,Y,R-W,['R088']
321,Cortlandt St,EL17X,Oculus Main Level to Mezzanine for R/W service,MN,R/W,EL,Y,Y,R-W,['R088']
322,Cortlandt St,ES380X,Street to Mezzanine,MN,R/W,ES,N,Y,R-W,['R088']
323,Court Square,EL447,7 train Mezzanine to Manhattan-bound bound 7 Platform,QNS,G/7,EL,Y,Y,G-7,"['R359', 'R346']"
324,Court Square,EL445X,G and 7 Mezzanines to Flushing-bound 7 Platform,QNS,G/7,EL,Y,Y,G-7,"['R359', 'R346']"
325,Court Square,EL446,Jackson Ave & 23 St (NE corner) to Mezzanine for service in both directions,QNS,G/7,EL,Y,Y,G-7,"['R359', 'R346']"
326,Court Square,ES461X,Street to Mezzanine,QNS,G/7,ES,N,Y,G-7,"['R359', 'R346']"
327,Court Square,ES462X,Street to Mezzanine,QNS,G/7,ES,N,Y,G-7,"['R359', 'R346']"
328,Court Square,ES265X,Street to Mezzanine passageway to E/G/M,QNS,G/7,ES,N,Y,G-7,"['R359', 'R346']"
329,Court Square,ES266X,Street to Mezzanine passageway to E/G/M,QNS,G/7,ES,N,Y,G-7,"['R359', 'R346']"
330,Court Square - 23 St,PW401,Passageway transfer,QNS,E/M,PW,N,N,E-M,['R359']
331,Court Square - 23 St,PW402,Passageway transfer,QNS,E/M,PW,N,N,E-M,['R359']
332,Court St,EL308,Lower Mezzanine above R line to Upper Mezzanine (below Clinton St & Montague St),BKN,R,EL,N,Y,R,['R108']
333,Court St,EL309,Lower Mezzanine above R line to Upper Mezzanine (below Clinton St & Montague St),BKN,R,EL,N,Y,R,['R108']
334,Court St,ES305,Lower Mezzanine to Upper Mezzanine,BKN,R,ES,N,Y,R,['R108']
335,Court St,ES306,Lower Mezzanine to Upper Mezzanine,BKN,R,ES,N,Y,R,['R108']
336,Crown Hts - Utica Av,EL323,Mezzanine (of eastern entrance near Utica Ave) to Platform for service in both directions,BKN,3/4,EL,Y,Y,3-4,['R062']
337,Crown Hts - Utica Av,EL322,Utica Ave & Eastern Pkwy to Mezzanine for service in both directions,BKN,3/4,EL,Y,Y,3-4,['R062']
338,Dekalb Av,EL370,Dekalb Ave & Flatbush Ave (SW corner) and Mezzanine to reach service in both directions,BKN,B/Q/R,EL,Y,Y,B-Q-R,['R099']
339,Dekalb Av,EL372,"Mezzanine to Brighton Beach, Coney Island, Bay Ridge bound Platform",BKN,B/Q/R,EL,Y,Y,B-Q-R,['R099']
340,Dekalb Av,EL371,Mezzanine to Manhattan bound Platform,BKN,B/Q/R,EL,Y,Y,B-Q-R,['R099']
341,Dekalb Av,ES309,Northbound Platform to Mezzanine,BKN,B/Q/R,ES,N,Y,B-Q-R,['R099']
342,Dekalb Av,ES308,Southbound Platform to Mezzanine,BKN,B/Q/R,ES,N,Y,B-Q-R,['R099']
343,Delancey St Essex St,ES327,Mezzanine to Street,MN,F/J/M/Z,ES,N,Y,F-J-M-Z,['R142']
344,Delancey St Essex St,ES328,Northbound Platform to Street,MN,F/J/M/Z,ES,N,Y,F-J-M-Z,['R142']
345,Dyckman St,EL178,Nagle Ave & Dyckman St to downtown Platform,MN,1,EL,Y,Y,1,['R036']
346,East 180 St,EL160,Morris Park Ave & E 180 St to downtown Platform,BX,2/5,EL,Y,Y,2-5,['R388']
347,East 180 St,EL159,Morris Park Ave & E 180 St to uptown Platform,BX,2/5,EL,Y,Y,2-5,['R388']
348,East Broadway,ES329,Center Island Platform to Mezzanine,MN,F,ES,N,Y,F,['R257']
349,Euclid Av,EL341,Euclid Ave & Pitkin Ave (NE corner) to Mezzanine for service in both directions,BKN,A/C,EL,Y,Y,A-C,['R200']
350,Euclid Av,EL343,Mezzanine to downtown Platform,BKN,A/C,EL,Y,Y,A-C,['R200']
351,Euclid Av,EL342,Mezzanine to uptown Platform,BKN,A/C,EL,Y,Y,A-C,['R200']
352,Far Rockaway - Mott Av,EL498,Beach 22nd & Mott Ave to Platform for all service,QNS,A,EL,Y,Y,A,['R285']
353,Far Rockaway - Mott Av,EL497,Beach 22nd & Mott Ave to Platform for all service,QNS,A,EL,Y,Y,A,['R285']
354,Flatbush Av Brooklyn College,EL319,Nostrand Ave & Flatbush Ave (SE corner) to Platform for service in both directions,BKN,2/5,EL,Y,Y,2-5,['R110']
355,Flushing Av,EL393,Flushing Ave & Broadway (SE corner)  to Mezzanine for service in both directions,BKN,J/M,EL,Y,Y,J-M,['R377']
356,Flushing Av,EL395,Mezzanine to Jamaica Center bound Platform,BKN,J/M,EL,Y,Y,J-M,['R377']
357,Flushing Av,EL394,Mezzanine to Manhattan bound Platform,BKN,J/M,EL,Y,Y,J-M,['R377']
358,Flushing Main St,EL414,Entrance east of Main St & Roosevelt Ave to Platform for service in both directions,QNS,7,EL,Y,Y,7,['R055']
359,Flushing Main St,ES457,Street to Mezzanine,QNS,7,ES,N,Y,7,['R055']
360,Flushing Main St,ES456,Street to Mezzanine,QNS,7,ES,N,Y,7,['R055']
361,Flushing Main St,ES455,Street to Mezzanine,QNS,7,ES,N,Y,7,['R055']
362,Fordham Rd,EL186,Jerome Ave & Fordham Rd (SE corner) to Mezzanine for service in both directions,BX,4,EL,Y,Y,4,['R119']
363,Fordham Rd,EL188,Mezzanine to downtown Platform,BX,4,EL,Y,Y,4,['R119']
364,Fordham Rd,EL187,Mezzanine to uptown Platform,BX,4,EL,Y,Y,4,['R119']
365,Forest Hills - 71 Av,EL438,Mezzanine to Jamaica bound Platform,QNS,E/F/R/M/LIRR,EL,Y,Y,E-F-R-M,['R141']
366,Forest Hills - 71 Av,EL439,Mezzanine to Manhattan bound Platform,QNS,E/F/R/M/LIRR,EL,Y,Y,E-F-R-M,['R141']
367,Forest Hills - 71 Av,EL437,South side of Queens Blvd (between 70 Rd & 71 Ave) for Mezzanine for service in both directions,QNS,E/F/R/M/LIRR,EL,Y,Y,E-F-R-M,['R141']
368,Franklin Av,EL340,Fulton St & Franklin Ave (NW corner) to footbridge for uptown C service and Shuttle and to downtown C Platform,BKN,C/S,EL,Y,Y,C-S,['R297']
369,Franklin Av,EL339,Fulton St & Franklin Ave (SW corner) to transfer to Shuttle and for footbridge to reach downtown C service,BKN,C/S,EL,Y,Y,C-S,['R297']
370,Franklin Av,ES352,Lower Mezzanine to Platform,BKN,C/S,ES,N,Y,C-S,['R297']
371,Fulton St,ES377X,33 Maiden Lane to passageway,MN,J/Z,ES,N,Y,J-Z,"['R002', 'R028', 'R014']"
372,Fulton St,ES376X,33 Maiden Lane to passageway,MN,J/Z,ES,N,Y,J-Z,"['R002', 'R028', 'R014']"
373,Fulton St,ES365X,Corbin building,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
374,Fulton St,ES366X,Corbin building,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
375,Fulton St,EL728X,Dey St & Broadway (SW corner) to downtown 4/5 Platform and access to rest of complex,MN,4/5,EL,Y,Y,4-5,"['R002', 'R028', 'R014']"
376,Fulton St,EL718X,Entrance in Transit Center building (near Broadway & John St) to uptown 4/5 Platform and access to rest of complex,MN,A/C/J/Z/2/3/4/5,EL,Y,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
377,Fulton St,EL717X,Entrance in Transit Center building (near Broadway & John St) to uptown 4/5 Platform and access to rest of complex,MN,A/C/J/Z/2/3/4/5,EL,Y,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
378,Fulton St,EL723,"Fulton St & William St (SW corner) to Mezzanine for service in both directions on 2/3, A/C and all lines",MN,2/3,EL,Y,Y,2-3,"['R002', 'R028', 'R014']"
379,Fulton St,ES364,Lower Mezzanine to Southbound Platform,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
380,Fulton St,ES367,Lower Mezzanine to Upper Mezzanine,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
381,Fulton St,ES368,Lower Mezzanine to Upper Mezzanine,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
382,Fulton St,EL719,Mezzanine (below Nassau St at level of downtown J/Z) to A/C Platform for service in both directions and access to rest of complex,MN,A/C/J/Z/2/3/4/5,EL,Y,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
383,Fulton St,EL721,Mezzanine and A/C Platforms and downtown J/Z service and access to rest of complex,MN,A/C/J/Z/2/3/4/5,EL,Y,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
384,Fulton St,EL732,Mezzanine to 2/3 Platform for service in both directions,MN,2/3,EL,Y,Y,2-3,"['R002', 'R028', 'R014']"
385,Fulton St,EL729X,Mezzanine to downntown 4/5 Platform and access to rest of complex,MN,4/5,EL,Y,Y,4-5,"['R002', 'R028', 'R014']"
386,Fulton St,EL716,Mezzanine to Platforms for uptown 4/5 and J/Z service and access to rest of complex,MN,4/5,EL,Y,Y,4-5,"['R002', 'R028', 'R014']"
387,Fulton St,EL720,Mezzanine to uptown J/Z Platform to A/C Platform access to rest of complex,MN,A/C/J/Z/2/3/4/5,EL,Y,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
388,Fulton St,EL733X,Street-level of Transit Center to Upper retail floors,MN,A/C/J/Z/2/3/4/5,EL,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
389,Fulton St,ES360X,Transit Center,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
390,Fulton St,ES362X,Transit Center,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
391,Fulton St,ES361X,Transit Center,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
392,Fulton St,ES363X,Transit Center,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
393,Fulton St,ES383X,Transit Center,MN,A/C/J/Z/2/3/4/5,ES,N,Y,A-C-J-Z-2-3-4-5,"['R002', 'R028', 'R014']"
394,Fulton St,EL722,Upper Mezzanine to Street,MN,J/Z,EL,Y,Y,J-Z,"['R002', 'R028', 'R014']"
395,Gun Hill Rd,EL183,Gun Hill Rd to downtown Platform,BX,2/5,EL,Y,Y,2-5,"['R226', 'R364']"
396,Gun Hill Rd,EL182,Gun Hill Rd to uptown Platform,BX,2/5,EL,Y,Y,2-5,"['R226', 'R364']"
397,Gun Hill Rd,ES105,Street to Mezzanine,BX,2/5,ES,N,Y,2-5,"['R226', 'R364']"
398,Gun Hill Rd,ES104,Street to Mezzanine,BX,2/5,ES,N,Y,2-5,"['R226', 'R364']"
399,High St,ES323,Lower Mezzanine to Upper Mezzanine,BKN,A/C,ES,N,Y,A-C,['R252']
400,High St,ES324,Lower Mezzanine to Upper Mezzanine,BKN,A/C,ES,N,Y,A-C,['R252']
401,High St,ES321,Lower Mezzanine to Upper Mezzanine,BKN,A/C,ES,N,Y,A-C,['R252']
402,High St,ES350,Lower Mezzanine to Upper Mezzanine,BKN,A/C,ES,N,Y,A-C,['R252']
403,High St,ES322,Lower Mezzanine to Upper Mezzanine,BKN,A/C,ES,N,Y,A-C,['R252']
404,Howard Beach,EL491X,Colman Square entrance to Mezzanine for service in both directions,QNS,A,EL,Y,Y,A,['R414']
405,Howard Beach,EL490X,Colman Square entrance to Mezzanine for service in both directions,QNS,A,EL,Y,Y,A,['R414']
406,Howard Beach,EL495X,Mezzanine and Platform for northbound service,QNS,A,EL,Y,Y,A,['R414']
407,Howard Beach,EL494X,Mezzanine and Platform for northbound service,QNS,A,EL,Y,Y,A,['R414']
408,Howard Beach,EL493X,Mezzanine and Platform for southbound service,QNS,A,EL,Y,Y,A,['R414']
