origin,destination,walking_dist
Westchester Sq - E Tremont Ave,Prospect Ave,5632.96
Westchester Sq - E Tremont Ave,183rd St,6638.253000000001
18th St,6th Ave,590.829
18th St,14th St,411.847
18th St,W 4th St - Washington Sq (Upper),1098.014
18th St,34th St - Penn Station,1726.7170000000003
18th St,8th St - NYU,1673.0820000000003
18th St,3rd Ave,1539.7440000000001
18th St,34th St - Hudson Yards,2435.0910000000003
18th St,Bleecker St,2140.1199999999994
18th St,Spring St,1837.1339999999996
18th St,Broadway - Lafayette St,2228.2259999999997
18th St,Prince St,2278.66
18th St,42nd St - Port Authority Bus Term,2308.405
18th St,Lower East Side - 2nd Ave,2585.6559999999995
18th St,5th Ave - Bryant Pk,2338.1290000000004
18th St,Bowery,2847.226
18th St,Canal St - Holland Tunnel,2435.773999999999
18th St,49th St,3065.4500000000003
18th St,Franklin St,2583.153999999998
18th St,47th-50th Sts - Rockefeller Ctr,2659.5620000000004
18th St,East Broadway,3864.353999999999
Beach 67th St,Howard Beach - JFK Airport,11806.242000000004
Beach 67th St,Aqueduct - North Conduit Av,12880.28600000001
Beach 67th St,88th St,12979.520000000008
Beach 67th St,80th St,13442.61900000001
Beach 67th St,Jamaica Ctr - Parsons / Archer,17377.814
Beach 67th St,Euclid Ave,14091.214000000005
Beach 67th St,121st St,16093.940000000004
Beach 67th St,New Lots Ave,15349.487000000001
Beach 67th St,Sutphin Blvd,17660.572
Beach 67th St,Woodhaven Blvd,14368.940000000004
Beach 67th St,E 105th St,16609.461
Beach 67th St,Shepherd Ave,14855.252000000004
Beach 67th St,Canarsie - Rockaway Pkwy,17315.198000000004
Beach 67th St,85th St - Forest Pky,14873.212
Beach 67th St,Crescent St,14854.137000000008
Beach 67th St,Briarwood - Van Wyck Blvd,18009.342000000004
Beach 67th St,Jamaica - 179th St,19606.692000000003
Beach 67th St,75th St - Eldert Ln,15168.720000000001
Beach 67th St,Cypress Hills,15468.067000000006
Beach 67th St,Cleveland St,15530.426000000003
W 4th St - Washington Sq (Upper),14th St,683.3359999999998
W 4th St - Washington Sq (Upper),6th Ave,640.71
W 4th St - Washington Sq (Upper),Spring St,761.2519999999998
W 4th St - Washington Sq (Upper),8th St - NYU,833.508
W 4th St - Washington Sq (Upper),Broadway - Lafayette St,1167.5369999999998
W 4th St - Washington Sq (Upper),Prince St,1202.7779999999996
W 4th St - Washington Sq (Upper),Bleecker St,1084.4639999999997
W 4th St - Washington Sq (Upper),Canal St - Holland Tunnel,1372.8709999999999
W 4th St - Washington Sq (Upper),Lower East Side - 2nd Ave,1554.5340000000006
W 4th St - Washington Sq (Upper),Bowery,1816.1039999999996
W 4th St - Washington Sq (Upper),Franklin St,1634.7409999999995
W 4th St - Washington Sq (Upper),3rd Ave,1751.924
W 4th St - Washington Sq (Upper),Chambers St,2203.186
W 4th St - Washington Sq (Upper),34th St - Penn Station,2410.849
W 4th St - Washington Sq (Upper),City Hall,2396.1020000000003
W 4th St - Washington Sq (Upper),East Broadway,2833.231999999999
W 4th St - Washington Sq (Upper),World Trade Center,2413.877
W 4th St - Washington Sq (Upper),Cortlandt St,2535.562999999999
W 4th St - Washington Sq (Upper),34th St - Hudson Yards,3192.855
W 4th St - Washington Sq (Upper),42nd St - Port Authority Bus Term,3131.451999999999
85th St - Forest Pky,75th St - Eldert Ln,543.886
85th St - Forest Pky,Woodhaven Blvd,834.7370000000001
85th St - Forest Pky,Cypress Hills,1026.417
85th St - Forest Pky,80th St,1908.8820000000003
85th St - Forest Pky,88th St,1945.4349999999995
85th St - Forest Pky,Crescent St,1919.2209999999998
85th St - Forest Pky,Euclid Ave,2785.975
85th St - Forest Pky,Cleveland St,2907.336
85th St - Forest Pky,Shepherd Ave,3451.6389999999988
85th St - Forest Pky,Forest Hills - 71st Av,4164.727000000001
85th St - Forest Pky,121st St,2971.7410000000004
85th St - Forest Pky,Middle Village - Metropolitan Ave,5106.433999999999
85th St - Forest Pky,New Lots Ave,4426.730999999999
85th St - Forest Pky,Aqueduct - North Conduit Av,4119.173999999999
85th St - Forest Pky,Fresh Pond Rd,4181.183999999999
85th St - Forest Pky,Liberty Ave,3927.558999999999
85th St - Forest Pky,Alabama Ave,3985.619999999999
85th St - Forest Pky,Woodhaven Blvd - Queens Mall,5492.241
85th St - Forest Pky,Briarwood - Van Wyck Blvd,4799.838000000001
85th St - Forest Pky,Howard Beach - JFK Airport,5132.140999999999
Woodhaven Blvd,88th St,2092.4319999999993
Woodhaven Blvd,75th St - Eldert Ln,1378.623
Woodhaven Blvd,80th St,2373.183
Woodhaven Blvd,Cypress Hills,1861.154
Woodhaven Blvd,121st St,2137.0040000000004
Woodhaven Blvd,Crescent St,2753.9579999999996
Woodhaven Blvd,Euclid Ave,3515.665
Woodhaven Blvd,Forest Hills - 71st Av,3715.436
Woodhaven Blvd,Aqueduct - North Conduit Av,3591.684
Woodhaven Blvd,Briarwood - Van Wyck Blvd,3965.101
Woodhaven Blvd,Shepherd Ave,4191.289000000001
Woodhaven Blvd,Cleveland St,3742.073
Woodhaven Blvd,Howard Beach - JFK Airport,4643.805
Woodhaven Blvd,Middle Village - Metropolitan Ave,5649.24
Woodhaven Blvd,Sutphin Blvd,3833.0669999999996
Woodhaven Blvd,New Lots Ave,5256.041
Woodhaven Blvd,Woodhaven Blvd - Queens Mall,5111.167
Woodhaven Blvd,Fresh Pond Rd,4895.934999999999
Woodhaven Blvd,Liberty Ave,4762.295999999999
Woodhaven Blvd,Alabama Ave,4820.356999999999
121st St,Briarwood - Van Wyck Blvd,2004.701
121st St,Sutphin Blvd,1754.2990000000002
121st St,Forest Hills - 71st Av,3263.2939999999985
121st St,Jamaica Ctr - Parsons / Archer,2360.408
121st St,88th St,3948.3139999999994
121st St,Aqueduct - North Conduit Av,4648.3369999999995
121st St,80th St,4356.267
121st St,75th St - Eldert Ln,3515.627000000001
121st St,Howard Beach - JFK Airport,5924.049
121st St,Cypress Hills,3998.158000000001
121st St,Jamaica - 179th St,4185.202999999999
121st St,Crescent St,4887.3
121st St,Euclid Ave,5504.317
121st St,Woodhaven Blvd - Queens Mall,5690.367999999998
121st St,Shepherd Ave,6179.941000000002
121st St,Cleveland St,5879.076999999999
121st St,Middle Village - Metropolitan Ave,6678.839000000001
121st St,New Lots Ave,7244.693000000001
121st St,Fresh Pond Rd,6091.943999999997
121st St,90th St - Elmhurst Av,7725.807
Myrtle - Wyckoff Aves,Seneca Ave,536.512
Myrtle - Wyckoff Aves,Knickerbocker Ave,732.259
Myrtle - Wyckoff Aves,Forest Ave,1037.926
Myrtle - Wyckoff Aves,Jefferson St,1189.4050000000002
Myrtle - Wyckoff Aves,Gates Ave,1446.2820000000002
Myrtle - Wyckoff Aves,Central Ave,1390.279
Myrtle - Wyckoff Aves,Fresh Pond Rd,1706.891
Myrtle - Wyckoff Aves,Kosciuszko St,1904.9759999999999
Myrtle - Wyckoff Aves,Bushwick - Aberdeen,2823.578
Myrtle - Wyckoff Aves,Broadway Junction,3098.7870000000007
Myrtle - Wyckoff Aves,Morgan Ave,2309.826
Myrtle - Wyckoff Aves,Myrtle Ave,2405.5870000000004
Myrtle - Wyckoff Aves,Middle Village - Metropolitan Ave,3120.984999999999
Myrtle - Wyckoff Aves,Alabama Ave,3653.085000000001
Myrtle - Wyckoff Aves,Utica Ave,3332.312
Myrtle - Wyckoff Aves,Liberty Ave,3784.4820000000013
Myrtle - Wyckoff Aves,Cleveland St,3832.017000000002
Myrtle - Wyckoff Aves,Sutter Ave - Rutland Road,4411.579
Myrtle - Wyckoff Aves,Junius St,5230.094000000001
Myrtle - Wyckoff Aves,Myrtle-Willoughby Aves,3265.673
New Lots Ave,Shepherd Ave,1236.7730000000001
New Lots Ave,Cleveland St,1843.3579999999997
New Lots Ave,Liberty Ave,1898.913
New Lots Ave,Euclid Ave,1834.1839999999997
New Lots Ave,Livonia Ave,1404.448
New Lots Ave,Alabama Ave,2370.288000000001
New Lots Ave,Junius St,1574.9990000000003
New Lots Ave,Crescent St,2674.1579999999994
New Lots Ave,E 105th St,2742.104
New Lots Ave,Broadway Junction,2914.2590000000005
New Lots Ave,Cypress Hills,3518.1110000000003
New Lots Ave,Canarsie - Rockaway Pkwy,3275.13
New Lots Ave,Bushwick - Aberdeen,3157.611
New Lots Ave,80th St,3203.108999999999
New Lots Ave,75th St - Eldert Ln,4000.6420000000003
New Lots Ave,Saratoga Ave,2783.266
New Lots Ave,88th St,3769.7009999999987
New Lots Ave,Sutter Ave - Rutland Road,3528.231
New Lots Ave,Fresh Pond Rd,5573.249999999999
New Lots Ave,Forest Ave,5582.4230000000025
Cleveland St,Shepherd Ave,1197.924
Cleveland St,Crescent St,958.0760000000001
Cleveland St,Liberty Ave,1613.6770000000001
Cleveland St,Euclid Ave,1641.9960000000003
Cleveland St,Alabama Ave,1709.135
Cleveland St,Cypress Hills,1728.4699999999998
Cleveland St,Broadway Junction,1945.4940000000001
Cleveland St,75th St - Eldert Ln,2211.0009999999997
Cleveland St,Bushwick - Aberdeen,2055.7650000000003
Cleveland St,Livonia Ave,3221.676000000001
Cleveland St,Junius St,3286.144
Cleveland St,80th St,2539.8170000000005
Cleveland St,Fresh Pond Rd,3760.755000000001
Cleveland St,Forest Ave,4079.379
Cleveland St,Middle Village - Metropolitan Ave,5721.316999999999
Cleveland St,Seneca Ave,3848.3749999999995
Cleveland St,E 105th St,4606.346
Cleveland St,88th St,3144.3
Cleveland St,Saratoga Ave,4216.904000000001
Cleveland St,Canarsie - Rockaway Pkwy,5139.371999999999
Livonia Ave,Junius St,170.551
Livonia Ave,Liberty Ave,1636.76
Livonia Ave,Alabama Ave,1807.654
Livonia Ave,E 105th St,1778.763
Livonia Ave,Saratoga Ave,1378.8179999999998
Livonia Ave,Broadway Junction,2351.625
Livonia Ave,Canarsie - Rockaway Pkwy,2262.2249999999995
Livonia Ave,Bushwick - Aberdeen,2782.0399999999995
Livonia Ave,Shepherd Ave,2617.4020000000005
Livonia Ave,Sutter Ave - Rutland Road,2123.783
Livonia Ave,Euclid Ave,3238.6319999999996
Livonia Ave,Crescent St,3980.634000000001
Livonia Ave,Gates Ave,4089.1729999999993
Livonia Ave,Utica Ave,4061.755999999999
Livonia Ave,Cypress Hills,4477.606999999999
Livonia Ave,Seneca Ave,5687.068000000004
Livonia Ave,Knickerbocker Ave,5576.182000000001
Livonia Ave,Kosciuszko St,4782.633
Livonia Ave,Forest Ave,5918.072000000004
Livonia Ave,Fresh Pond Rd,5965.1669999999995
Junius St,Liberty Ave,1806.141
Junius St,Alabama Ave,1861.6470000000004
Junius St,E 105th St,1949.3139999999999
Junius St,Saratoga Ave,1208.2669999999998
Junius St,Broadway Junction,2255.455
Junius St,Canarsie - Rockaway Pkwy,2401.527
Junius St,Bushwick - Aberdeen,2635.8399999999997
Junius St,Sutter Ave - Rutland Road,1953.2319999999995
Junius St,Shepherd Ave,2786.783000000001
Junius St,Utica Ave,3891.204999999999
Junius St,Gates Ave,3918.621999999999
Junius St,Euclid Ave,3409.183
Junius St,Crescent St,4074.868000000001
Junius St,Knickerbocker Ave,5405.631
Junius St,Seneca Ave,5590.898000000002
Junius St,Kosciuszko St,4612.081999999999
Junius St,Cypress Hills,4504.45
Junius St,Forest Ave,5821.902000000002
Junius St,Central Ave,5407.651000000002
Junius St,Fresh Pond Rd,5868.9969999999985
Canarsie - Rockaway Pkwy,E 105th St,1087.5679999999998
Canarsie - Rockaway Pkwy,Saratoga Ave,2496.8160000000003
Canarsie - Rockaway Pkwy,Sutter Ave - Rutland Road,3104.2380000000003
Canarsie - Rockaway Pkwy,Liberty Ave,3779.856999999999
Canarsie - Rockaway Pkwy,Alabama Ave,3981.0479999999993
Canarsie - Rockaway Pkwy,Broadway Junction,4220.497
Canarsie - Rockaway Pkwy,Shepherd Ave,4431.420999999999
Canarsie - Rockaway Pkwy,Bushwick - Aberdeen,4538.318
Canarsie - Rockaway Pkwy,Euclid Ave,5028.832000000001
Canarsie - Rockaway Pkwy,Utica Ave,5224.937999999999
Canarsie - Rockaway Pkwy,Crescent St,5868.805999999999
Canarsie - Rockaway Pkwy,Gates Ave,5498.502000000006
Canarsie - Rockaway Pkwy,Cypress Hills,6651.0009999999975
Canarsie - Rockaway Pkwy,President St,5512.613000000001
Canarsie - Rockaway Pkwy,Kosciuszko St,6191.962000000006
Canarsie - Rockaway Pkwy,80th St,6371.813999999999
Canarsie - Rockaway Pkwy,Knickerbocker Ave,6985.511
Canarsie - Rockaway Pkwy,Seneca Ave,7286.512999999998
Canarsie - Rockaway Pkwy,75th St - Eldert Ln,7133.531999999998
Canarsie - Rockaway Pkwy,Central Ave,6987.531000000008
E 105th St,Saratoga Ave,2814.0840000000003
E 105th St,Liberty Ave,3115.3999999999996
E 105th St,Alabama Ave,3316.591
E 105th St,Sutter Ave - Rutland Road,3421.5060000000003
E 105th St,Shepherd Ave,3766.9639999999995
E 105th St,Broadway Junction,3860.5619999999994
E 105th St,Bushwick - Aberdeen,4290.977
E 105th St,Euclid Ave,4326.0599999999995
E 105th St,Crescent St,5204.348999999999
E 105th St,Utica Ave,5542.205999999998
E 105th St,Gates Ave,5707.339000000005
E 105th St,Cypress Hills,5986.543999999998
E 105th St,80th St,5621.055999999999
E 105th St,75th St - Eldert Ln,6469.074999999999
E 105th St,Kosciuszko St,6400.799000000005
E 105th St,Knickerbocker Ave,7087.1280000000015
E 105th St,Seneca Ave,7196.005000000002
E 105th St,President St,5829.880999999999
E 105th St,Forest Ave,7427.009000000002
E 105th St,88th St,6187.647999999998
Saratoga Ave,Sutter Ave - Rutland Road,744.9649999999999
Saratoga Ave,Broadway Junction,2665.706000000001
Saratoga Ave,Utica Ave,2963.2490000000003
Saratoga Ave,Alabama Ave,2727.2569999999996
Saratoga Ave,Bushwick - Aberdeen,2983.527000000001
Saratoga Ave,Liberty Ave,2835.143
Saratoga Ave,Gates Ave,3528.8860000000004
Saratoga Ave,Kosciuszko St,4085.0810000000015
Saratoga Ave,President St,3250.924
Saratoga Ave,Knickerbocker Ave,4879.540000000001
Saratoga Ave,Shepherd Ave,3987.4739999999997
Saratoga Ave,Central Ave,4880.650000000003
Saratoga Ave,Myrtle Ave,5163.019000000003
Saratoga Ave,Seneca Ave,5360.412
Saratoga Ave,Franklin Ave - Fulton St,5064.675
Saratoga Ave,Botanic Garden,4437.204999999999
Saratoga Ave,Jefferson St,5950.985000000003
Saratoga Ave,Forest Ave,5749.727
Saratoga Ave,Myrtle-Willoughby Aves,5901.231999999999
Saratoga Ave,Euclid Ave,4617.450000000001
Sutter Ave - Rutland Road,Utica Ave,2218.284
Sutter Ave - Rutland Road,Broadway Junction,2552.4320000000002
Sutter Ave - Rutland Road,Bushwick - Aberdeen,2870.253
Sutter Ave - Rutland Road,Gates Ave,2965.2970000000005
Sutter Ave - Rutland Road,Alabama Ave,2642.6809999999996
Sutter Ave - Rutland Road,President St,2505.959
Sutter Ave - Rutland Road,Liberty Ave,2750.5670000000005
Sutter Ave - Rutland Road,Kosciuszko St,3428.479000000001
Sutter Ave - Rutland Road,Central Ave,4224.048000000002
Sutter Ave - Rutland Road,Knickerbocker Ave,4222.938000000002
Sutter Ave - Rutland Road,Myrtle Ave,4506.417000000001
Sutter Ave - Rutland Road,Franklin Ave - Fulton St,4319.709999999999
Sutter Ave - Rutland Road,Botanic Garden,3692.24
Sutter Ave - Rutland Road,Myrtle-Willoughby Aves,5156.266999999998
Sutter Ave - Rutland Road,Seneca Ave,4903.111000000001
Sutter Ave - Rutland Road,Jefferson St,5294.3830000000025
Sutter Ave - Rutland Road,Morgan Ave,5431.632000000001
Sutter Ave - Rutland Road,Shepherd Ave,3942.802999999999
Sutter Ave - Rutland Road,Forest Ave,5404.525000000001
Sutter Ave - Rutland Road,Flushing Ave,5610.709000000002
Broadway Junction,Bushwick - Aberdeen,430.469
Broadway Junction,Alabama Ave,661.3199999999998
Broadway Junction,Liberty Ave,1126.6099999999997
Broadway Junction,Gates Ave,1846.7769999999996
Broadway Junction,Seneca Ave,3442.4649999999992
Broadway Junction,Shepherd Ave,2687.031
Broadway Junction,Knickerbocker Ave,3304.679
Broadway Junction,Forest Ave,3673.469
Broadway Junction,Utica Ave,2229.789
Broadway Junction,Kosciuszko St,2540.237
Broadway Junction,Fresh Pond Rd,3720.564
Broadway Junction,Central Ave,3307.739
Broadway Junction,Crescent St,2874.5409999999997
Broadway Junction,Jefferson St,4356.3150000000005
Broadway Junction,Euclid Ave,3440.445999999999
Broadway Junction,Cypress Hills,3250.778
Broadway Junction,Middle Village - Metropolitan Ave,5611.088999999998
Broadway Junction,Myrtle Ave,3618.175
Broadway Junction,75th St - Eldert Ln,3733.3089999999997
Broadway Junction,Morgan Ave,4515.3229999999985
Alabama Ave,Liberty Ave,465.29
Alabama Ave,Bushwick - Aberdeen,1020.591
Alabama Ave,Shepherd Ave,2025.711
Alabama Ave,Crescent St,2213.2209999999995
Alabama Ave,Gates Ave,2463.7169999999996
Alabama Ave,Euclid Ave,2779.1259999999993
Alabama Ave,Seneca Ave,3890.052999999999
Alabama Ave,Forest Ave,4121.057
Alabama Ave,Cypress Hills,2673.532
Alabama Ave,Fresh Pond Rd,4168.151999999999
Alabama Ave,Knickerbocker Ave,3781.1760000000004
Alabama Ave,Utica Ave,2755.463
Alabama Ave,Kosciuszko St,3157.1769999999997
Alabama Ave,75th St - Eldert Ln,3156.063
Alabama Ave,Central Ave,3897.860999999999
Alabama Ave,Middle Village - Metropolitan Ave,6058.677
Alabama Ave,Jefferson St,4832.812000000003
Alabama Ave,80th St,3682.3929999999996
Alabama Ave,Myrtle Ave,4235.115
Alabama Ave,Morgan Ave,5105.444999999999
Shepherd Ave,Euclid Ave,764.0380000000001
Shepherd Ave,Crescent St,1505.946
Shepherd Ave,Liberty Ave,1578.0010000000002
Shepherd Ave,Cypress Hills,2327.318
Shepherd Ave,75th St - Eldert Ln,2809.849
Shepherd Ave,80th St,2218.0190000000002
Shepherd Ave,Bushwick - Aberdeen,2819.973
Shepherd Ave,88th St,2822.502
Shepherd Ave,Fresh Pond Rd,4643.907999999999
Shepherd Ave,Forest Ave,5139.272000000001
Shepherd Ave,Middle Village - Metropolitan Ave,6604.469999999999
Shepherd Ave,Seneca Ave,4908.268000000001
Shepherd Ave,Gates Ave,4423.398
Shepherd Ave,Knickerbocker Ave,5580.558
Shepherd Ave,Aqueduct - North Conduit Av,4511.185
Shepherd Ave,Utica Ave,4715.143999999999
Shepherd Ave,Kosciuszko St,5116.858
Shepherd Ave,Howard Beach - JFK Airport,5132.830999999999
Shepherd Ave,Central Ave,5697.243000000001
Shepherd Ave,Jefferson St,6151.955000000003
Crescent St,Cypress Hills,960.9880000000002
Crescent St,Euclid Ave,1235.2649999999999
Crescent St,75th St - Eldert Ln,1425.4800000000002
Crescent St,80th St,1811.598999999999
Crescent St,88th St,2382.07
Crescent St,Liberty Ave,2418.286
Crescent St,Bushwick - Aberdeen,2905.0879999999997
Crescent St,Fresh Pond Rd,3678.9570000000003
Crescent St,Middle Village - Metropolitan Ave,5495.597
Crescent St,Forest Ave,4378.884
Crescent St,Seneca Ave,4387.869
Crescent St,Aqueduct - North Conduit Av,4506.817
Crescent St,Gates Ave,4641.594000000003
Crescent St,Forest Hills - 71st Av,6055.361000000002
Crescent St,Knickerbocker Ave,5134.673000000001
Crescent St,Howard Beach - JFK Airport,5171.78
Crescent St,Woodhaven Blvd - Queens Mall,6810.908999999997
Crescent St,Jefferson St,5631.556000000001
Crescent St,Kosciuszko St,5335.054000000003
Crescent St,Central Ave,5782.358000000001
Cypress Hills,75th St - Eldert Ln,482.531
Cypress Hills,Euclid Ave,1816.3840000000005
Cypress Hills,80th St,2128.0919999999996
Cypress Hills,88th St,2639.3740000000003
Cypress Hills,Middle Village - Metropolitan Ave,4815.683
Cypress Hills,Fresh Pond Rd,3154.7670000000007
Cypress Hills,Liberty Ave,2901.141999999999
Cypress Hills,Bushwick - Aberdeen,3300.894
Cypress Hills,Forest Ave,3854.6939999999995
Cypress Hills,Seneca Ave,3863.6789999999996
Cypress Hills,Forest Hills - 71st Av,5179.568000000003
Cypress Hills,Woodhaven Blvd - Queens Mall,6130.994999999999
Cypress Hills,Aqueduct - North Conduit Av,4813.113000000001
Cypress Hills,Knickerbocker Ave,4610.483
Cypress Hills,Gates Ave,5042.339000000004
Cypress Hills,Howard Beach - JFK Airport,5752.899
Cypress Hills,Jefferson St,5107.366000000001
Cypress Hills,Briarwood - Van Wyck Blvd,5826.254999999999
Cypress Hills,Central Ave,5268.503000000001
Cypress Hills,Kosciuszko St,5735.799000000004
75th St - Eldert Ln,80th St,1743.0510000000002
75th St - Eldert Ln,Euclid Ave,2298.9149999999995
75th St - Eldert Ln,88th St,2254.333
75th St - Eldert Ln,Middle Village - Metropolitan Ave,5269.152
75th St - Eldert Ln,Fresh Pond Rd,3637.2980000000007
75th St - Eldert Ln,Liberty Ave,3383.6729999999993
75th St - Eldert Ln,Forest Hills - 71st Av,4697.037000000004
75th St - Eldert Ln,Forest Ave,4337.225
75th St - Eldert Ln,Bushwick - Aberdeen,3783.4249999999997
75th St - Eldert Ln,Aqueduct - North Conduit Av,4428.072
75th St - Eldert Ln,Woodhaven Blvd - Queens Mall,5654.959
75th St - Eldert Ln,Seneca Ave,4346.21
75th St - Eldert Ln,Howard Beach - JFK Airport,5441.039000000001
75th St - Eldert Ln,Briarwood - Van Wyck Blvd,5343.723999999999
75th St - Eldert Ln,Knickerbocker Ave,5093.014000000001
75th St - Eldert Ln,Gates Ave,5524.870000000005
75th St - Eldert Ln,Jefferson St,5589.897000000003
75th St - Eldert Ln,90th St - Elmhurst Av,7673.303
75th St - Eldert Ln,Sutphin Blvd,5211.6900000000005
75th St - Eldert Ln,82nd St - Jackson Hts,7845.584999999999
69th St,74th St - Broadway,416.41600000000005
69th St,Jackson Hts - Roosevelt Av,422.46200000000005
69th St,Northern Blvd,1265.0359999999998
69th St,82nd St - Jackson Hts,1053.6360000000002
69th St,52nd St,1388.9080000000001
69th St,46th St,1984.288
69th St,90th St - Elmhurst Av,1687.787
69th St,Steinway St,2559.725000000001
69th St,40th St,2420.991
69th St,Woodhaven Blvd - Queens Mall,3047.6950000000006
69th St,Astoria Blvd,3721.207999999999
69th St,30th Ave,3468.452999999998
69th St,Astoria - Ditmars Blvd,3673.686
69th St,Middle Village - Metropolitan Ave,4868.784
69th St,Fresh Pond Rd,5050.108
69th St,Queens Plz,3661.710999999999
69th St,Forest Ave,5245.158000000002
69th St,Seneca Ave,5594.178000000003
69th St,21st St - Queensbridge,4496.299
69th St,Jefferson St,5469.195000000001
74th St - Broadway,Jackson Hts - Roosevelt Av,52.958000000000006
74th St - Broadway,82nd St - Jackson Hts,637.22
74th St - Broadway,90th St - Elmhurst Av,1271.3709999999996
74th St - Broadway,Northern Blvd,1411.2389999999998
74th St - Broadway,52nd St,1805.3240000000003
74th St - Broadway,46th St,2130.4910000000004
74th St - Broadway,Woodhaven Blvd - Queens Mall,2647.9280000000003
74th St - Broadway,Steinway St,2776.9260000000017
74th St - Broadway,40th St,2837.4070000000006
74th St - Broadway,Astoria - Ditmars Blvd,3819.8889999999997
74th St - Broadway,Middle Village - Metropolitan Ave,5282.085000000002
74th St - Broadway,Astoria Blvd,3867.410999999999
74th St - Broadway,30th Ave,3614.6559999999986
74th St - Broadway,Fresh Pond Rd,5463.409000000002
74th St - Broadway,Forest Ave,5658.4590000000035
74th St - Broadway,Queens Plz,4078.126999999999
74th St - Broadway,Seneca Ave,6007.479000000004
74th St - Broadway,Jefferson St,5882.496000000003
74th St - Broadway,21st St - Queensbridge,4736.428
74th St - Broadway,Forest Hills - 71st Av,5042.8690000000015
Woodhaven Blvd - Queens Mall,90th St - Elmhurst Av,2209.8169999999996
Woodhaven Blvd - Queens Mall,82nd St - Jackson Hts,2382.0989999999993
Woodhaven Blvd - Queens Mall,Jackson Hts - Roosevelt Av,2478.85
Woodhaven Blvd - Queens Mall,Forest Hills - 71st Av,2655.375
Woodhaven Blvd - Queens Mall,Middle Village - Metropolitan Ave,4319.499000000001
Woodhaven Blvd - Queens Mall,Fresh Pond Rd,4779.442999999999
Woodhaven Blvd - Queens Mall,Northern Blvd,3896.1349999999993
Woodhaven Blvd - Queens Mall,Forest Ave,5020.095
Woodhaven Blvd - Queens Mall,52nd St,4082.36
Woodhaven Blvd - Queens Mall,Seneca Ave,5369.115000000001
Woodhaven Blvd - Queens Mall,46th St,4615.387
Woodhaven Blvd - Queens Mall,Briarwood - Van Wyck Blvd,5139.735
Woodhaven Blvd - Queens Mall,80th St,7077.498999999998
Woodhaven Blvd - Queens Mall,40th St,4840.559
Woodhaven Blvd - Queens Mall,88th St,7049.179000000002
Woodhaven Blvd - Queens Mall,Steinway St,5261.821999999998
Woodhaven Blvd - Queens Mall,Euclid Ave,7751.143999999998
Woodhaven Blvd - Queens Mall,Astoria - Ditmars Blvd,6304.784999999999
Woodhaven Blvd - Queens Mall,Jefferson St,5685.792000000001
Woodhaven Blvd - Queens Mall,Astoria Blvd,6352.307
Seneca Ave,Forest Ave,579.25
Seneca Ave,Fresh Pond Rd,1289.5330000000001
Seneca Ave,Knickerbocker Ave,1229.0339999999999
Seneca Ave,Jefferson St,1720.8
Seneca Ave,Gates Ave,1943.057
Seneca Ave,Middle Village - Metropolitan Ave,2694.9109999999996
Seneca Ave,Bushwick - Aberdeen,3188.205999999999
Seneca Ave,Central Ave,1887.0539999999996
Seneca Ave,Kosciuszko St,2401.7509999999993
Seneca Ave,Morgan Ave,2748.358
Seneca Ave,Myrtle Ave,2902.362
Seneca Ave,Liberty Ave,4025.930000000001
Seneca Ave,Utica Ave,3829.0870000000004
Seneca Ave,52nd St,5853.309000000002
Seneca Ave,Myrtle-Willoughby Aves,3762.447999999999
Seneca Ave,Flushing Ave,4006.653999999999
Seneca Ave,40th St,6025.737999999999
Seneca Ave,Euclid Ave,5166.614999999999
Seneca Ave,Jackson Hts - Roosevelt Av,6012.923000000003
Seneca Ave,Northern Blvd,6677.197000000003
52nd St,Northern Blvd,1408.4959999999996
52nd St,40th St,1032.083
52nd St,46th St,1723.3229999999999
52nd St,Steinway St,1993.8180000000002
52nd St,Jackson Hts - Roosevelt Av,1811.37
52nd St,30th Ave,3222.991999999998
52nd St,Queens Plz,2363.3810000000003
52nd St,Astoria Blvd,3634.475999999999
52nd St,82nd St - Jackson Hts,2442.544
52nd St,Astoria - Ditmars Blvd,4176.128999999998
52nd St,21st St - Queensbridge,3235.3580000000006
52nd St,90th St - Elmhurst Av,3076.6949999999997
52nd St,Jefferson St,5100.544
52nd St,Middle Village - Metropolitan Ave,5366.165000000001
52nd St,Forest Ave,5270.125000000003
52nd St,Fresh Pond Rd,5345.169
52nd St,Morgan Ave,5643.213999999999
52nd St,Roosevelt Island - Main St,5147.899000000003
52nd St,Knickerbocker Ave,6279.826999999999
52nd St,Central Ave,6424.382999999999
46th St,Steinway St,849.0609999999999
46th St,Northern Blvd,719.2519999999998
46th St,30th Ave,1533.3860000000004
46th St,Astoria Blvd,1944.8700000000003
46th St,40th St,2047.154
46th St,Astoria - Ditmars Blvd,2486.523
46th St,Jackson Hts - Roosevelt Av,2136.5370000000003
46th St,Queens Plz,2325.0309999999995
46th St,21st St - Queensbridge,2846.4309999999987
46th St,82nd St - Jackson Hts,2767.7110000000007
46th St,90th St - Elmhurst Av,3401.8620000000005
46th St,Roosevelt Island - Main St,4237.433999999998
46th St,Cypress Ave,6898.0199999999995
46th St,110th St,7280.342000000003
46th St,Middle Village - Metropolitan Ave,6603.404
46th St,Jefferson St,6399.844999999999
46th St,Brook Ave,7353.794
46th St,Forest Ave,6618.4850000000015
46th St,E 143rd St - St Mary's St,7324.8279999999995
